Place ID,"
Export ID","
Name","
Address","
City","
State","
Zip","
Country","
Phone","
Lat","
Lng","
Category","
Modern Category","
Popularity","
Closed","
Significant","
Vendors","
URL","
Supports Apple Pay","
Last modified date","
Tier-one","
Icon","
Hours","
Has Indoor","
Is Icon Suppressed","
Alt Muid","
POI Class Min Zoom","
HTT",Editor Name,Date,POI Link,Are hours visiting hours for tourists?,Is POI also a tourist attraction?,Indicator(s),Copy/Paste Hours,Are Hours Seasonal?,Religious Category Flag,"If category is incorrect, paste best modern category pathway",Best Modern Category is Hours Suppressed?,Notes,
"
5f726b3f-b188-4dc5-bcbe-5f2bc982d5dc",202365830,"
San José Church","
103 Calle de San Sebastian","
San Juan","
PR",901,"
US",17879183800,18.46758,-66.11842,"
religiousorgs.churches","
association_or_organization.religious_organization.church",16,"
FALSE","
FALSE","
Wcities Trip Advisor Foursquare Foursquare DataPlor Wikipedia National Park Service","
http://www.iglesiasanjosepr.org/index_eng.html http://www.iglesiasanjosepr.org","
FALSE","
Mon Jun 09 16:36:25 PDT 2025","
FALSE","
Religious","
Wednesday Thursday Friday 11:00am–4:00pm|Saturday 11:00am–7:30pm","
FALSE","
FALSE","

",15,"
TIER_HEAD",Aaron,7/15/2025,"https://apollo.geo.apple.com/p/release/
5f726b3f-b188-4dc5-bcbe-5f2bc982d5dc",Yes - Edit Needed,Yes,"https://iglesia-de-san-jos.wheree.com/#subBoxOpenTime


https://forevervacation.com/san-juan/san-jose-church


https://sanjuanpuertorico.com/iglesia-de-san-jose-san-juan-puerto-rico","Monday
Close
Tuesday
10:00 AM - 05:00 PM
Wednesday
11:00 AM - 05:00 PM
11:00 AM - 04:00 PM
Thursday
11:00 AM - 05:00 PM
11:00 AM - 04:00 PM
Friday
11:00 AM - 04:00 PM
11:00 AM - 05:00 PM
Saturday
11:00 AM - 05:00 PM
11:00 AM - 07:30 PM
Sunday
11:00 AM - 05:00 PM
11:00 AM - 04:00 PM",No,Correct,N/A,N/A,"POI allows non-religious visitors and also worship at separate times. As well has other services and attractions available to non-religous visitors. 


",#N/A
"
e19151d7-e906-47a2-9e6d-8b4a5e73c7a2",76609257484,"
Lanercost Priory","
The Swartle","
Brampton","

","
CA8 2HQ","
GB",44169772478,54.96602,-2.69539,"
religiousorgs.monastery","
association_or_organization.religious_organization.monastery.abbey",27,"
FALSE","
FALSE","
Yelp Wcities Trip Advisor Market Location Foursquare V2 Factual.comYell UK Yell UK DataPlor Wikipedia Find A Grave Getty","
https://www.english-heritage.org.uk/visit/places/lanercost-priory http://www.lanercostpriory.org.uk https://www.english-heritage.org.uk/visit/places/lanercost-priory","
TRUE","
Sat Jun 07 07:54:32 PDT 2025","
FALSE","
Religious","
Sunday Saturday 10:00am–4:00pm","
FALSE","
FALSE","

",14,"
TIER_HEAD",Aaron,7/15/2025,"https://apollo.geo.apple.com/p/release/
e19151d7-e906-47a2-9e6d-8b4a5e73c7a2",Yes - Edit Needed,Yes,https://www.english-heritage.org.uk/visit/places/lanercost-priory,"Open daily, 10am - 5pm",No,Correct,N/A,N/A,This POI is open to all guest. Not seeing any information regarding religious worship services but does provide details on tours and prices ,#N/A
"
7f007efa-bcf9-4a1c-a9ce-9c4baa319051",964802020,"
Mozu-hachimangu Shrine","
百舌鳥赤畑町5丁706","
北区, 堺市","

","
591-8037","
JP",81722521089,34.55419,135.49472,"
religiousorgs.shintoshrines","
association_or_organization.religious_organization.shrine.shinto_shrine",24,"
FALSE","
FALSE","
IPC IPC MapFan Directory Jalan Yelp Trip Advisor Factual.comFoursquare","
https://www.mozu8.com https://www.instagram.com/mozuhatimangu https://www.mozu8.com","
FALSE","
Mon Jun 09 15:04:32 PDT 2025","
FALSE","
Shrine","
Sunday Monday Tuesday Wednesday Thursday Friday Saturday 24 hours","
FALSE","
FALSE","

",15,"
TIER_HEAD",Aaron,7/15/2025,"https://apollo.geo.apple.com/p/release/
7f007efa-bcf9-4a1c-a9ce-9c4baa319051",Yes - Edit Needed,Yes,https://www.mozu8.com/kakusyu-kigan#ttl-firstvisit,rom 9:00 a.m. to 4:30 p.m. ( Accepted at any time),No,Correct,N/A,N/A,"POI allows non-religious visitors and also worship at separate times. As well has other services and attractions available to non-religous visitors. 


",#N/A
"
a5fa770d-ee91-45f5-851f-ebce2e706340",307316292,"
Chapelle des Carmélites","
1 Rue du Périgord","
Toulouse","

",31000,"
FR",33534449205,43.60749,1.4433,"
religiousorgs.churches","
association_or_organization.religious_organization.church",39,"
FALSE","
FALSE","
KittyHawk Yelp Wcities Trip Advisor Foursquare V2 Foursquare Factual.comDataPlor Siri - Knowledge Graph Shazam","
https://www.toulouse-tourisme.com/chapelle-des-carmelites/toulouse/pcumid031fs00094 https://www.toulouse-tourisme.com/chapelle-des-carmelites/toulouse/pcumid031fs00094","
FALSE","
Mon Jun 09 16:07:50 PDT 2025","
FALSE","
Religious","
Sunday Wednesday Thursday Friday Saturday 10:00am–7:00pm","
FALSE","
FALSE","

",15,"
TIER_HEAD",Aaron,7/15/2025,"https://apollo.geo.apple.com/p/release/
a5fa770d-ee91-45f5-851f-ebce2e706340",Yes - Edit Needed,Yes,"https://www.toulouse-tourisme.com/activite/chapelle-des-carmelites/



https://mindtrip.ai/attraction/toulouse-haute-garonne/chapelle-des-carmelites/at-SWa6v9M5","Mon
Closed
Tue
Closed
Wed
10 AM – 7 PM
Thu
10 AM – 7 PM
Fri
10 AM – 7 PM
Sat
10 AM – 7 PM
Sun
10 AM – 7 PM",No,Correct,N/A,N/A,"Per official website this POI is not a religious POI and is open to all. Official website states: While it was originally a place of worship, it has been deconsecrated and now primarily serves as a concert venue and a site for cultural events.",#N/A
"
1dd31d0e-3c73-42c2-adb5-eac0fa1fed91",758417218,"
Lateran Baptistery","
Piazza di San Giovanni in Laterano 4","
Roma","

",184,"
IT",390669886452,41.88604,12.5043,"
religiousorgs.placeofworship","
association_or_organization.religious_organization.place_of_worship",15,"
FALSE","
FALSE","
KittyHawk Wcities Trip Advisor Infobel Factual.comDataPlor Wikipedia","
http://www.battisterolateranense.it/index.html http://www.battisterolateranense.it http://www.battisterolaterano.it/","
FALSE","
Mon Jun 09 15:49:15 PDT 2025","
FALSE","
PrayerRoom","
Sunday Monday Tuesday Wednesday Thursday Friday Saturday 9:00am–12:30pm 4:00pm–7:00pm","
FALSE","
FALSE","

",15,"
TIER_HEAD",Aaron,7/15/2025,"https://apollo.geo.apple.com/p/release/
1dd31d0e-3c73-42c2-adb5-eac0fa1fed91",Yes - Edit Needed,Yes,"https://www.battisterolaterano.it


https://mindtrip.ai/attraction/rome-lazio/lateranense-palace/at-AGR9kD2G","From June 28 to July 31, the Parish Office will observe the following schedule:Tuesday, Wednesday and FridayFrom 9.00 am to 12.30 pm.The month of August will remain closed.",N/A,Correct,N/A,N/A,"POI allows non-religious visitors and also worship at separate times. As well has other services and attractions available to non-religous visitors. 


**** per indicators this POI has limited hours and will be temporary closed ******",#N/A
"
3a581d2a-e7fe-46f9-bd20-9992be4f8d58",258113280,"
Averbode Abbey","
Abdijstraat 1","
Scherpenheuvel-Zichem","

",3271,"
BE",3213780440,51.03333,4.97972,"
religiousorgs","
association_or_organization.religious_organization",26,"
FALSE","
FALSE","
KittyHawk Yelp Wcities Trip Advisor Infobel Foursquare Factual.comWikipedia","
https://sites.google.com/site/homepageabdij/gemeenschap","
TRUE","
Sun Jun 08 13:32:18 PDT 2025","
FALSE","
Religious","
Monday Tuesday Wednesday Thursday Friday 9:00am–5:00pm","
FALSE","
FALSE","

",12,"
TIER_HEAD",Aaron,7/15/2025,"https://apollo.geo.apple.com/p/release/
3a581d2a-e7fe-46f9-bd20-9992be4f8d58",Yes - Edit Needed,Yes,"https://www.abdijaverbode.be/


https://onthaal-abdijaverbode.be/abdijbezoek/","You can visit the abbey in different ways:
The courtyard and part of the abbey church are open to the public in the morning (until 11:30 AM) and afternoon (from 2:00 PM).
The church is not open to the public between 11:30 AM and 2:00 PM, but you can, of course, visit the forecourt and the candle chapel.",N/A,Correct,N/A,N/A,"POI allows non-religious visitors and also worship at separate times. As well has other services and attractions available to non-religous visitors. 


",#N/A
"
918b03d2-c167-43d9-aa77-8af2b874b9c5",76790919391,"
Paróquia de Santa Cruz","
Praça 8 de Maio","
Coimbra","

","
3000-300","
PT",351239822941,40.21108,-8.42881,"
religiousorgs.churches","
association_or_organization.religious_organization.church.catholic_church",10,"
FALSE","
FALSE","
Wcities Trip Advisor Factual.comDataPlor Getty Getty","
https://www.upaeminium.pt/unidade-paroquia-santa-cruz/ https://igrejascruz.webnode.pt http://igrejascruz.webnode.pthttps://www.upaeminium.pt/unidade-paroquia-santa-cruz/","
FALSE","
Sun Jun 08 13:19:37 PDT 2025","
FALSE","
Religious","
Sunday 2:00pm–5:00pm|Monday Tuesday Wednesday Thursday Friday Saturday 9:30am–4:30pm","
FALSE","
FALSE","

",15,"
TIER_HEAD",Aaron,7/15/2025,"https://apollo.geo.apple.com/p/release/
918b03d2-c167-43d9-aa77-8af2b874b9c5",Yes - Edit Needed,Yes,https://www.upaeminium.pt/unidade-paroquia-santa-cruz/,"Opening hours:
08:30-18:00 (every working day)",No,Correct,N/A,N/A,"POI allows non-religious visitors and also worship at separate times. As well has other services and attractions available to non-religous visitors. 


",#N/A
"
e1fbac48-6344-4a47-85ee-df34ef07c97e",202364850,"
Monasterio de Santa María de El Paular","
Avenida del Valle, 27","
Rascafría","

",28740,"
ES",34918691958,40.88824,-3.88749,"
religiousorgs.monastery","
association_or_organization.religious_organization.monastery",39,"
FALSE","
FALSE","
KittyHawk Wcities Trip Advisor Foursquare GetYourGuide DataPlor Wikipedia Siri - Knowledge Graph","
http://monasteriopaular.com http://www.monasterioelpaular.com http://monasteriodeelpaular.com/","
TRUE","
Mon Jun 09 16:28:38 PDT 2025","
FALSE","
Religious","
Sunday Tuesday Wednesday Thursday Friday Saturday 11:00am–2:00pm 4:00pm–7:00pm","
FALSE","
FALSE","

",14,"
TIER_HEAD",Aaron,7/15/2025,"https://apollo.geo.apple.com/p/release/
e1fbac48-6344-4a47-85ee-df34ef07c97e",Yes - Edit Needed,Yes,"https://en.monasteriodeelpaular.com


https://www.esmadrid.com/en/tourist-information/monasterio-santa-maria-paular","Wed - Sun: 11 a.m. - 2 p.m. / 4 p.m. - 6 p.m.
Closed: Monday and Tuesday (not holidays) December 24, 25, 31 and January 1 ",No,Correct,N/A,N/A,"POI allows non-religious visitors and also worship at separate times. As well has other services and attractions available to non-religous visitors. 


",#N/A
"
e65417b8-0752-485b-81fd-eed813d3990c",125357639,"
Oyotunji Yoruba African Kingdom","
56 Bryant Ln","
Seabrook","
SC",29940,"
US",18438468900,32.60953,-80.80283,"
religiousorgs","
association_or_organization.religious_organization",64,"
FALSE","
FALSE","
Direct Yelp Yelp Wcities Trip Advisor Foursquare V2 POI Augmentation POI Augmentation","
http://www.oyotunji.org https://www.facebook.com/oyotunjivillage/ http://www.oyotunji.org","
FALSE","
Sat Jun 07 10:19:41 PDT 2025","
FALSE","
Religious","
Sunday Monday Tuesday Wednesday Thursday Friday Saturday 11:00am–6:00pm","
FALSE","
FALSE","

",15,"
TIER_HEAD",Aaron,7/16/2025,"https://apollo.geo.apple.com/p/release/
e65417b8-0752-485b-81fd-eed813d3990c",Yes - Edit Needed,Yes,"https://www.facebook.com/oyotunjivillage/


https://pluralism.org/jamaican-religion","Monday
11:00 AM - 6:00 PM
Tuesday
11:00 AM - 6:00 PM
Wednesday
11:00 AM - 6:00 PM
Thursday
11:00 AM - 6:00 PM
Friday
11:00 AM - 6:00 PM
Saturday
11:00 AM - 6:00 PM
Sunday
11:00 AM - 6:00 PM",No,Correct,N/A,N/A,"This POI is open to all visitors and is considered  an intentional community and a cultural village. 

**** Also per official facebook page this POI is considered a non profit organization ****",#N/A
"
9d3d5c9b-d187-407d-bf88-9457463140a8",2995663314,"
Hokoku-jinja Shrine (Senjokaku)","
宮島町1-1","
廿日市市","

","
739-0588","
JP",81829442020,34.29731,132.32024,"
religiousorgs.shintoshrines","
association_or_organization.religious_organization.shrine.shinto_shrine",26,"
FALSE","
FALSE","
IPC IPC Jalan Yelp Trip Advisor Foursquare","
http://www.itsukushimajinja.jp/index.html http://www.itsukushimajinja.jp/admission.html","
FALSE","
Mon Jun 09 15:04:31 PDT 2025","
FALSE","
Shrine","
Sunday Monday Tuesday Wednesday Thursday Friday Saturday 8:30am–4:30pm","
FALSE","
FALSE","

",15,"
TIER_HEAD",Aaron,7/16/2025,"https://apollo.geo.apple.com/p/release/
9d3d5c9b-d187-407d-bf88-9457463140a8",Yes - Edit Needed,Yes,https://www.itsukushimajinja.jp/jp/admission.html,8:30 a.m.~16:30pm ( year around ),No,Correct,N/A,N/A,"POI allows non-religious visitors and also worship at separate times. As well has other services and attractions available to non-religous visitors. 


",#N/A
"
1322d6de-48d3-4446-8e17-d478a91ce2ba",418038535,"
Capilla del Rosario","
Avenida 4 P 136","
Heróica Puebla de Zaragoza","
PUE",72000,"
MX",522216440524,19.04647,-98.19838,"
religiousorgs.churches","
association_or_organization.religious_organization.church",30,"
FALSE","
FALSE","
OpenStreetMap Yelp Yelp Trip Advisor Foursquare V2 Foursquare V2 Foursquare Siri - Knowledge Graph","
https://www.facebook.com/capilladelrosariopuebla/","
FALSE","
Mon Jun 09 15:07:39 PDT 2025","
FALSE","
Religious","
Sunday 3:00pm–6:00pm|Tuesday Wednesday Thursday Friday Saturday 11:00am–1:30pm 3:00pm–6:00pm","
FALSE","
FALSE","

",14,"
TIER_HEAD",Aaron,7/16/2025,"https://apollo.geo.apple.com/p/release/
1322d6de-48d3-4446-8e17-d478a91ce2ba",Yes - Edit Needed,Yes,"https://mindtrip.ai/attraction/puebla/capilla-del-rosario-templo-de-santo-domingo/at-OQwr64oM



https://www.facebook.com/CapilladelRosarioPuebla/","CLOSED
Tuesday
9:00 AM - 1:30 PM
4:00 PM - 6:00 PM
Wednesday
9:00 AM - 1:30 PM
4:00 PM - 6:00 PM
Thursday
9:00 AM - 1:30 PM
4:00 PM - 6:00 PM
Friday
9:00 AM - 1:30 PM
4:00 PM - 6:00 PM
Saturday
9:00 AM - 1:30 PM
4:00 PM - 6:00 PM
Sunday
9:00 AM - 1:30 PM
4:00 PM - 6:00 PM",No,Correct,N/A,N/A,"POI allows non-religious visitors and also worship at separate times. As well has other services and attractions available to non-religous visitors. 


",#N/A
"
dbafd855-eb02-4c06-9b3d-e7042493d0c8",76640595810,"
Las Lajas Shrine","
Calle 2","
Ipiales","

","

","
CO",573152201157,0.80554,-77.58604,"
religiousorgs.churches","
association_or_organization.religious_organization.church",40,"
FALSE","
FALSE","
OpenStreetMap Wcities Trip Advisor Foursquare DataPlor DataPlor DataPlor DataPlor Wikipedia","
https://www.laslajas.org http://www.ipiales-narino.gov.co/ https://www.laslajas.org/calendario-de-eventos","
FALSE","
Mon Jun 09 17:10:36 PDT 2025","
FALSE","
Religious","
Sunday Monday Tuesday Wednesday Thursday Friday Saturday 9:00am–6:00pm","
FALSE","
FALSE","

",14,"
TIER_HEAD",Aaron,7/16/2025,"https://apollo.geo.apple.com/p/release/
dbafd855-eb02-4c06-9b3d-e7042493d0c8",No - Religious Only,Yes,"https://www.eva-darling.com/how-to-visit-las-lajas-sanctuary-in-ipiales-colombia/


https://laslajas.org/eucaristias/","Monday to Friday:
7:00 AM, 9:00 AM, 11:00 AM, 3:00 PM, 5:00 PM
Saturdays :
7:00 AM, 9:00 AM, 11:00 AM, 2:00 PM, 3:00 PM, 5:00 PM
Sundays:
6:00 AM, 7:00 AM, 8:00 AM, 9:00 AM, 10:00 AM, 11:00 AM, 12:00 PM, 2:00 PM, 3:00 PM, 5:00 PM",No,Correct,N/A,N/A,"POI allows non-religious visitors and also worship at separate times. As well has other services and attractions available to non-religous visitors. 


**** indicators located doesnt really show visiting hours for non-religious visitors but is mentioned on both indicators ****",#N/A
"
47626418-3709-48c3-846a-2f0339133c5a",76661812343,"
Mount St. Michael Church, Academy and Museum","
8500 N Saint Michaels Rd","
Spokane","
WA",99217,"
US",15094670986,47.73131,-117.34146,"
religiousorgs.churches","
association_or_organization.religious_organization.church",15,"
FALSE","
FALSE","
Yelp Wcities Wikipedia","
http://www.stmichaels.org http://www.stmichaels.org","
FALSE","
Fri Jun 06 21:22:18 PDT 2025","
FALSE","
Religious","
Sunday 7:45am–12:00pm|Monday Tuesday Wednesday Thursday Friday 9:00am–4:00pm|Saturday 7:45am–1:00pm","
FALSE","
FALSE","

",15,"
TIER_TORSO",Aaron,7/16/2025,"https://apollo.geo.apple.com/p/release/
47626418-3709-48c3-846a-2f0339133c5a",No - Religious Only,Yes,"https://www.stmichaels.org/parish/calendar/


https://www.yelp.com/biz/mount-st-michael-church-academy-and-museum-spokane","Mon9:00 AM - 4:00 PM
Tue
9:00 AM - 4:00 PM
Wed
9:00 AM - 4:00 PM
Thu
9:00 AM - 4:00 PM
Fri
9:00 AM - 4:00 PM
Sat
7:45 AM - 1:00 PM
Sun
7:45 AM - 12:00 PM",No,Correct,N/A,N/A,"POI allows non-religious visitors and also worship at separate times. As well has other services and attractions available to non-religous visitors. 

**** no visiting hours listed on official website but able to locate them on official claimed yelp page *****",#N/A
"
9550a3e3-255a-4d9f-a9a9-cd0ff1ca34bc",180429103,"
Nevigeser Wallfahrtsdom","
Elberfelder Straße 12","
Velbert","

",42553,"
DE",492053931840,51.31327,7.08793,"
religiousorgs.churches","
association_or_organization.religious_organization.church",12,"
FALSE","
FALSE","
Yelp Yelp Wcities Wcities Trip Advisor Trip Advisor Foursquare V2 DataPlor DataPlor Siri - Knowledge Graph Wikipedia","
http://www.mariendom.de","
FALSE","
Mon Jun 09 15:24:20 PDT 2025","
FALSE","
Religious","
Sunday 9:00am–6:30pm|Monday Tuesday Wednesday Thursday Friday Saturday 6:30am–6:00pm","
FALSE","
FALSE","

",14,"
TIER_HEAD",Aaron,7/16/2025,"https://apollo.geo.apple.com/p/release/
9550a3e3-255a-4d9f-a9a9-cd0ff1ca34bc",Yes - Edit Needed,Yes,"https://www.facebook.com/MarienwallfahrtNeviges


https://www.mariendom.de/Startseite/","Opening hours Mariendom
daily 9 am to 5 pm",No,Correct,N/A,N/A,"POI allows non-religious visitors and also worship at separate times. As well has other services and attractions available to non-religous visitors. 
",#N/A
"
fc41abf6-c2aa-4ac4-9085-ddf2f95ef15b",28821362310,"
Cattedrale di San Giorgio","
Via Canonica 12","
Ferrara","

",44121,"
IT",390532207449,44.83545,11.62097,"
religiousorgs.churches","
association_or_organization.religious_organization.church",31,"
FALSE","
FALSE","
KittyHawk Yelp Yelp Yelp Wcities Trip Advisor Infobel Infobel Infobel Foursquare V2 Foursquare V2 Foursquare V2 Foursquare V2 Foursquare Factual.comFactual.comDataPlor Wikipedia Siri - Knowledge Graph Find A Grave","
https://cattedralediferrara.it https://cattedralediferrara.it/","
FALSE","
Mon Jun 09 15:52:00 PDT 2025","
FALSE","
Religious","
Sunday Monday Tuesday Wednesday Thursday Friday Saturday 7:30am–12:00pm 3:30pm–6:30pm","
FALSE","
FALSE","

",14,"
TIER_HEAD",Aaron,7/16/2025,"https://apollo.geo.apple.com/p/release/
fc41abf6-c2aa-4ac4-9085-ddf2f95ef15b",Yes - Edit Needed,Yes,https://cattedralediferrara.it,Opening and closing (weekday): 7.30 am – 12.00 pm ; 3.30 pm – 7.00 pmOpening and closing (holiday): 8.00 am – 1.00 pm; 4.00 pm – 8.00 pm,No,Correct,N/A,N/A,POI allows non-religious visitors and also worship at separate times. As well has other services and attractions available to non-religous visitors. ,#N/A
"
3de6f859-773c-48b4-9043-3476721f1eb3",1008927224,"
Bishanyan Kaizhang Shengwang Temple","
碧山路24號","
內湖區","
TPE",114024,"
TW",886227963755,25.09701,121.58768,"
religiousorgs.temple","
association_or_organization.religious_organization.temple",26,"
FALSE","
FALSE","
KingwayTek Yelp Trip Advisor Chunghwa Foursquare DataPlor DataPlor","
https://www.pkcswt.com.tw https://www.pkcswt.com.tw","
FALSE","
Sun Jun 08 12:11:36 PDT 2025","
FALSE","
Religious","
Sunday Monday Tuesday Wednesday Thursday Friday Saturday 6:00am–9:00pm","
FALSE","
FALSE","

",14,"
TIER_HEAD",Aaron,7/16/2025,"https://apollo.geo.apple.com/p/release/
3de6f859-773c-48b4-9043-3476721f1eb3",Yes - Edit Needed,Yes,https://www.pkcswt.com.tw, The temple is open all year round. Service hours: 5:00 am to 21:30 pm ,No,Correct,N/A,N/A,POI allows non-religious visitors and also worship at separate times. As well has other services and attractions available to non-religous visitors. ,#N/A
"
abbb3911-0f8a-4c45-9125-d432216b70ba",202364044,"
Mosque of Muhammad Ali","
شارع المتحف الحربي القومى","
القاهرة","

",11636,"
EG","

",30.0288,31.25984,"
religiousorgs.mosques","
association_or_organization.religious_organization.mosque",101,"
FALSE","
FALSE","
OpenStreetMap Trip Advisor Trip Advisor Foursquare GetYourGuide DataPlor DataPlor Wikipedia Siri - Knowledge Graph Getty","
https://egypt.travel/ https://egymonuments.gov.eg/en/monuments/muhammad-ali-mosque","
FALSE","
Mon Jun 09 22:16:18 PDT 2025","
FALSE","
Religious","
Sunday Monday Tuesday Wednesday Thursday Friday Saturday 9:00am–5:00pm","
FALSE","
FALSE","

",14,"
TIER_HEAD",Aaron,7/16/2025,"https://apollo.geo.apple.com/p/release/
abbb3911-0f8a-4c45-9125-d432216b70ba",Yes - Edit Needed,Yes,https://egymonuments.gov.eg/en/monuments/muhammad-ali-mosque,"From
09:00  AM
To
05:00  PM",No,Correct,N/A,N/A,POI allows non-religious visitors and also worship at separate times. As well has other services and attractions available to non-religous visitors. Although this Masjid is a very well know and popular tourist destination in Islam we still wouldnt want to label this POI as a tourist attraction. ,#N/A
"
82b0667a-6fa4-4863-b306-2f7d9f4b0e1e",400447301,"
Église Saint-Pothin","
127 Rue de Créqui","
Lyon","

",69006,"
FR",33478522739,45.76615,4.84603,"
religiousorgs.churches","
association_or_organization.religious_organization.church",42,"
FALSE","
FALSE","
KittyHawk Wcities Trip Advisor Pages Jaunes Foursquare V2 Foursquare POI Augmentation Factual.comWikipedia Siri - Knowledge Graph","
http://www.saintpothin.fr","
FALSE","
Fri Jun 06 03:10:28 PDT 2025","
FALSE","
Religious","
Monday Tuesday Wednesday Thursday Friday 7:30am–7:45pm|Sunday Saturday 9:00am–8:00pm","
FALSE","
FALSE","

",15,"
TIER_HEAD",Aaron,7/16/2025,"https://apollo.geo.apple.com/p/release/
82b0667a-6fa4-4863-b306-2f7d9f4b0e1e",Yes - Edit Needed,No,https://saintpothin-immaculee.com/horaires/,"Monday to Saturday: 7:30 a.m. to 8 p.m.
Sunday: 9 a.m. to 8 p.m.",No,Correct,N/A,N/A,POI allows non-religious visitors and also worship at separate times.  Although this POI is open to visitors it is not considered a tourist attraction,#N/A
"
7a479fc5-2a94-4de5-806c-1d39e2336cc8",1089172020,"
Sé Cathedral Macau","
大堂前地1號","
澳門","

","

","
MO",85328373643,22.19352,113.54154,"
religiousorgs.churches","
association_or_organization.religious_organization.church",14,"
FALSE","
FALSE","
Direct Wcities Directel Macau DataPlor Wikipedia Siri - Knowledge Graph","
https://www.macaotourism.gov.mo/zh-hant/sightseeing/macao-world-heritage/cathedral https://www.facebook.com/secathedralmacau/","
FALSE","
Mon Jun 09 15:05:14 PDT 2025","
FALSE","
Religious","
Sunday Monday Tuesday Wednesday Thursday Friday Saturday 9:00am–6:00pm","
FALSE","
FALSE","

",15,"
TIER_HEAD",Aaron,7/16/2025,"https://apollo.geo.apple.com/p/release/
7a479fc5-2a94-4de5-806c-1d39e2336cc8",Yes - Edit Needed,Yes,"https://www.facebook.com/secathedralmacau/ 



https://www.macaotourism.gov.mo/zh-hant/sightseeing/macao-world-heritage/cathedral","Monday
7:00 AM - 9:00 PM
Tuesday
7:00 AM - 9:00 PM
Wednesday
7:00 AM - 9:00 PM
Thursday
7:00 AM - 9:00 PM
Friday
7:00 AM - 9:00 PM
Saturday
7:00 AM - 9:00 PM
Sunday
7:00 AM - 9:00 PM",No,Correct,N/A,N/A,POI allows non-religious visitors and also worship at separate times.  ,#N/A
"
34848b0a-9b31-453b-89ac-c60d12dad783",76640588537,"
Chiesa di San Polo","
San Polo 2023, Campo San Polo","
Venezia","

",30125,"
IT",390412750462,45.43715,12.32962,"
religiousorgs.churches","
association_or_organization.religious_organization.church",41,"
FALSE","
FALSE","
KittyHawk Wcities Trip Advisor Infobel Foursquare Wikipedia DataPlor","
http://www.chorusvenezia.org/chiesa-di-san-polo http://www.turismovenezia.it/Venezia/Chiesa-di-San-Giuseppe-di-Castello-486101.html","
TRUE","
Mon Jun 09 15:59:23 PDT 2025","
FALSE","
Religious","
Monday Tuesday Wednesday Thursday Friday Saturday 10:30am–4:30pm","
FALSE","
FALSE","

",15,"
TIER_HEAD",Aaron,7/16/2025,"https://apollo.geo.apple.com/p/release/
34848b0a-9b31-453b-89ac-c60d12dad783",Yes - Edit Needed,Yes,http://chorusvenezia.org/visita/chiesa-di-san-polo/#orari,"
Monday – Saturday |10.30am – 17.00pm",No,Correct,N/A,N/A,POI allows non-religious visitors and also worship at separate times.  ,#N/A
"
ff63c2f0-f28e-4a7a-a914-6a47cd696119",2806591302,"
Fellowship Deaconry Ministries","
3575 Valley Rd","
Basking Ridge","
NJ",7920,"
US",19086471777,40.66041,-74.57875,"
religiousorgs","
association_or_organization.religious_organization",31,"
FALSE","
FALSE","
Yelp Foursquare V2","
http://deaconry.org/ https://twitter.com/FDMRetreats http://deaconry.org/coronavirus-response","
FALSE","
Sun Jun 08 11:34:52 PDT 2025","
FALSE","
Religious","
Monday Tuesday Wednesday Thursday Friday Saturday 8:00am–5:00pm","
FALSE","
FALSE","

",15,"
TIER_HEAD",Aaron,7/16/2025,"https://apollo.geo.apple.com/p/release/
ff63c2f0-f28e-4a7a-a914-6a47cd696119",Yes - Edit Needed,No,"https://deaconry.org


https://deaconry.org/retreats/","10:00 AM – 3:00 PM
Monday – Friday",No,Incorrect,"travel_and_leisure.retreat_center


ravel_and_leisure.summer_camp",yes ,"Per official website this POI is a non profit  inter-denominational Christian organization, that is open to the public per reservations. 
While this POI on the official website does offer tours by reservation for booking retreats, meetings, conferences, it is not considered a tourist attraction. 


*** I do agree with the current categories listed, but we would want to remove the hotel and travel category as this POI is not considered a hotel. Official website describes this POI as a retreat center as well summer camp ****",#N/A
"
cfa4d867-758a-4e8f-bbdf-ac8e3cdcb34f",6249183310,"
Parrocchia di Santa Maria Assunta e Santo Stefano Protomartire nella Cattedrale","
Piazza del Duomo","
Pavia","

",27100,"
IT",39038224251,45.18461,9.15335,"
religiousorgs.churches","
association_or_organization.religious_organization.church",87,"
FALSE","
FALSE","
Direct KittyHawk Wcities Trip Advisor Infobel Foursquare DataPlor Wikipedia","
http://www.parrocchiadelduomopavia.it/ http://www.parrocchiadelduomopavia.it/info/","
FALSE","
Sun Jun 08 11:35:16 PDT 2025","
FALSE","
Religious","
Sunday 8:00am–12:00pm 3:00pm–8:00pm|Monday Tuesday Wednesday Thursday Friday Saturday 7:00am–12:00pm 3:00pm–7:30pm","
FALSE","
FALSE","

",14,"
TIER_HEAD",Aaron,7/16/2025,"https://apollo.geo.apple.com/p/release/
cfa4d867-758a-4e8f-bbdf-ac8e3cdcb34f",Yes - Edit Needed,Yes,http://www.parrocchiadelduomopavia.it/info/,"OPENING HOURS
Weekdays
Morning: 7am – 12.30pm
Afternoon: 2:30 pm – 7:00 pm
Sundays and holidays
Morning: 8am – 12.30pm
Afternoon: 14,30 – 20",No,Correct,N/A,N/A,POI allows non-religious visitors and also worship at separate times.  ,#N/A
